article_id,finding_id,category,severity,confidence,decision,drop_reason,editor_notes,original_text,explanation_ar
SANAD-026275,FND-M-0006,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,قلل اقتصاديون سعوديو,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-028226,FND-M-0002,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,كشفت معلومات حديثة أ,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-031354,FND-M-0008,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,يهدد نحو 4 ملايين عا,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-036942,FND-M-0004,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,تستهلك دول الخليج حا,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-049430,FND-M-0013,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,يشكل الإسهال مصدر إز,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-049492,FND-M-0012,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,الأناناس فاكهة استوا,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-050127,FND-M-0072,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,‏فقد‏ ‏أثبت‏ ‏أحدث‏ ,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-050127,FND-M-0140,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,وتحتوي‏  ‏الطماطم‏ ‏,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-050198,FND-M-0016,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,يطلق تعبير الحبوب ال,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-060349,FND-M-0006,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,حوار: أمنية صدقي أكد,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-081131,FND-M-0007,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,أعلن مدير عمليات وكا,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-083623,FND-M-0024,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,تكثفت الاتصالات الدب,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-115667,FND-M-0020,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,اقتنص فريق مانشستر ي,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-121407,FND-M-0069,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,عندما يشارك المنتخب ,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-122151,FND-M-0045,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,بدأ المنتخب التشيلي ,مقطع طويل جداً قد يحتاج إعادة تقسيم.
SANAD-129081,FND-M-0007,clarity,low,1.0,drop,too_low_impact,Long-paragraph split preference; no concrete ambiguity.,أعلنت حكومة دبي الإل,مقطع طويل جداً قد يحتاج إعادة تقسيم.
ANAD-213202,FND-AI-1,loaded_framing,high,1.0,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,ميليشيا الحرس الثوري الإيرانية,"وصف ""الحرس الثوري الإيراني"" بـ ""ميليشيا"" قد يعتبر تحيزًا أو تسييسًا، حيث أنه جزء من القوات المسلحة الرسمية لدولة ذات سيادة. يجب استخدام وصف محايد مثل ""الحرس الثوري الإيراني"" أو ""القوات الإيرانية""."
ANAD-247893,FND-AI-0001,loaded_framing,high,1.0,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,ميليشيات الحوثي,"يستخدم النص مصطلح ""ميليشيات الحوثي"" بصوت الناشر، وهو ما يتعارض مع القاعدة R03 التي تمنع إطلاق أوصاف الميليشيا بشكل آلي على كيانات الصراع الحساسة. هذا الاستخدام قد يُعتبر تأطيراً متحيزاً."
ANAD-247893,FND-AI-0002,loaded_framing,high,1.0,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,للميليشيات,"يستخدم النص مصطلح ""للميليشيات"" بصوت الناشر، وهو ما يتعارض مع القاعدة R03 التي تمنع إطلاق أوصاف الميليشيا بشكل آلي على كيانات الصراع الحساسة. هذا الاستخدام قد يُعتبر تأطيراً متحيزاً."
ANAD-247893,FND-AI-0004,loaded_framing,high,1.0,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,المليشيات الحوثية,"يستخدم النص مصطلح ""المليشيات الحوثية"" بصوت الناشر، وهو ما يتعارض مع القاعدة R03 التي تمنع إطلاق أوصاف الميليشيا بشكل آلي على كيانات الصراع الحساسة. هذا الاستخدام قد يُعتبر تأطيراً متحيزاً. (ملاحظة: هناك خطأ إملائي في 'المليشيات' يتم التعامل معه في اكتشاف ميكانيكي منفصل، لكن مشكلة التأطير لا تزال قائمة)."
ANAD-216325,FND-AI-2,loaded_framing,high,0.95,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,ميليشيات الحوثي والمخلوع صالح,"استخدام مصطلح ""ميليشيات"" بصوت الناشر لوصف طرف في النزاع يمكن اعتباره تأطيرًا مشحونًا وقد ينتهك إرشادات الحياد."
ANAD-216325,FND-AI-4,loaded_framing,high,0.95,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,الميليشيات,"استخدام مصطلح ""الميليشيات"" بصوت الناشر لوصف طرف في النزاع يمكن اعتباره تأطيرًا مشحونًا وقد ينتهك إرشادات الحياد."
ANAD-246086,FND-AI-0001,loaded_framing,high,0.9,drop,incorrect_rule,Militia/loaded label rule is AJ house-style policy; external published copy on silence set should not be treated as FP-worthy by default.,ميليشيات الحوثي,"استخدام مصطلح ""ميليشيات"" في صوت الناشر لوصف كيان في صراع حساس قد يعتبر تحيزًا وينتهك قاعدة R03 التي تحذر من إطلاق أوصاف الميليشيا بشكل آلي."
SANAD-122948,FND-AI-0001,loaded_framing,high,0.9,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,فظاعة ما ارتكبته آلة الحرب الاسرائيلية,استخدام عبارات قوية وذات حمولة حكمية مثل 'فظاعة' و'آلة الحرب الاسرائيلية' في صوت الناشر يمثل تحيزاً ويخالف مبدأ الحياد في التقارير الإخبارية، حيث يقدم تقييماً أخلاقياً كحقيقة بدلاً من نسبه إلى مصدر. هذا يمثل خطراً تحريرياً واضحاً.
ANAD-274176,FND-AI-1,loaded_framing,medium,1.0,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,"""إن التحالف قلق من الإرهابيين، بما في ذلك القاعدة في شبه الجزيرة العربية وداعش، الذين سيستغلون التصعيد الحالي في الجنوب""","تتضمن هذه العبارة داخل اقتباس مباشر مصطلحات قوية مثل ""الإرهابيين"" و""القاعدة"" و""داعش"". وفقًا للقاعدة R_TERROR_LABEL، يجب مراجعة استخدام هذه المصطلحات داخل الاقتباسات لضمان عدم تبني صوت الناشر للمصطلح أو التأطير المتحيز."
ANAD-274176,FND-AI-2,loaded_framing,medium,1.0,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,"""فلتركزوا على الوحدة الداخلية من خلال الحوار المستمر الضروري للتعامل مع/مواجهة التحدي المتمثل في الانقلاب الحوثي""","تتضمن هذه العبارة داخل اقتباس مباشر مصطلح ""الانقلاب الحوثي""، وهو مصطلح يحمل دلالة سياسية قوية وقد يعتبر تأطيرًا متحيزًا. وفقًا للقاعدة R_LOADED_FRAME، يجب مراجعة هذا النوع من المصطلحات داخل الاقتباسات."
ANAD-096823,FND-AI-2,loaded_framing,medium,0.9,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,"""تعني أيضًا أنّ الأكثر فوزًا بالبطولات هو الأكثر استفادةً من أخطا التحكيم""",تعبير قوي وربما اتهامي داخل اقتباس مباشر. يشير إلى أن فريقًا معينًا يستفيد أكثر من أخطاء التحكيم، مما قد يُعتبر صياغة متحيزة أو مثيرة للجدل. يتطلب مراجعة المحرر لضمان السياق المناسب أو إخلاء المسؤولية.
ANAD-096823,FND-AI-3,loaded_framing,medium,0.9,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,"""يزعلون حين يأخذ الآخرون من أفواههم ما يدينهم""",تعبير قوي وربما اتهامي داخل اقتباس مباشر. يشير إلى أن الآخرين يستخدمون تصريحاتهم ضدهم، مما قد يُعتبر صياغة متحيزة أو مثيرة للجدل. يتطلب مراجعة المحرر لضمان السياق المناسب أو إخلاء المسؤولية.
ANAD-216325,FND-AI-1,loaded_framing,medium,0.9,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,المقاومة,"مصطلح ""المقاومة"" يمكن أن يكون مصطلحًا مشحونًا، وقد يوحي استخدامه بصوت الناشر بتحيز أو موقف غير محايد."
SANAD-002929,FND-AI-0001,loaded_framing,medium,0.9,drop,optional_style,Framing preference without clear neutrality breach on this corpus.,اطردوا عمرو واكد من مصر,العبارة المقتبسة تحمل دلالة قوية أو تحريضية، وقد تتطلب مراجعة من المحرر لتقييم تأثيرها.
ANAD-216325,FND-E-0002,entity_name,high,0.95,drop,incorrect_rule,مقاتل→عناصر is AJ house-style; not applicable as hard FP on SANAD/ANAD silence set.,مقاتليها,وصف مقاتل بصوت الناشر يحتاج مراجعة.
ANAD-225223,FND-E-0009,entity_name,high,0.95,drop,incorrect_rule,مقاتل→عناصر is AJ house-style; not applicable as hard FP on SANAD/ANAD silence set.,مقاتلي,وصف مقاتل بصوت الناشر يحتاج مراجعة.
SANAD-081131,FND-E-0008,entity_confusion,high,0.92,uncertain,,Possible referent confusion; excerpt insufficient to confirm mix-up.,المصري على,أسماء متشابهة قد تكون خلطًا إحاليًا: «المصري تطالب» و«المصري على».
SANAD-083623,FND-E-0026,entity_confusion,high,0.92,uncertain,,Possible referent confusion; excerpt insufficient to confirm mix-up.,العراقي نوري,أسماء متشابهة قد تكون خلطًا إحاليًا: «العراقي الإبراهيمي» و«العراقي نوري».
ANAD-087719,FND-M-0003,entity_name,medium,1.0,drop,acceptable_arabic,طهران/إيران metonym or dual naming often acceptable; not a clear error.,طهران,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-168551,FND-M-0002,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form.,قطري,صيغة غير معتمدة لاسم الكيان.
ANAD-168551,FND-M-0004,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,قطري,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-185945,FND-M-0003,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,تونسية,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-189478,FND-M-0003,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,وكالة رويترز,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-205601,FND-M-0002,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,تونسية,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-207095,FND-M-0004,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,قطري,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-269330,FND-M-0005,entity_name,medium,1.0,drop,acceptable_arabic,طهران/إيران metonym or dual naming often acceptable; not a clear error.,طهران,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-443448,FND-M-0003,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,قطري,تهجئة غير متسقة لنفس الكيان داخل المقال.
SANAD-084517,FND-M-0017,entity_name,medium,1.0,drop,acceptable_arabic,طهران/إيران metonym or dual naming often acceptable; not a clear error.,طهران,صيغة غير معتمدة لاسم الكيان.
SANAD-084517,FND-M-0022,entity_name,medium,1.0,drop,acceptable_arabic,طهران/إيران metonym or dual naming often acceptable; not a clear error.,طهران,تهجئة غير متسقة لنفس الكيان داخل المقال.
SANAD-106974,FND-M-0005,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,قطري,تهجئة غير متسقة لنفس الكيان داخل المقال.
SANAD-110453,FND-M-0002,entity_name,medium,1.0,drop,optional_style,Entity naming preference without clear wrong form; prior rationale incorrectly reused طهران/إيران template.,تونسية,تهجئة غير متسقة لنفس الكيان داخل المقال.
ANAD-392361,FND-AI-1,numeric_contradiction,high,1.0,drop,context_resolves_issue,"Body says eight consecutive wins already and two more needed to equal the record; headline '3 انتصارات' can refer to remaining wins needed, not current streak.",3 انتصارات,العدد المذكور للانتصارات في العنوان (3) يتعارض مع العدد المذكور في متن المقال (ثماني انتصارات متتالية).
ANAD-392361,FND-AI-4,numeric_contradiction,high,1.0,drop,context_resolves_issue,"Body says eight consecutive wins already and two more needed to equal the record; headline '3 انتصارات' can refer to remaining wins needed, not current streak.",ثلاث انتصارات متتالية,العدد المذكور للانتصارات في بداية المقال (ثلاث انتصارات) يتعارض مع العدد المذكور لاحقًا في نفس المقال (ثماني انتصارات متتالية).
ANAD-425200,FND-AI-1,numeric_contradiction,high,1.0,uncertain,,Model cites context numbers needing verification; not proven from excerpt.,عشرين قطعة اثرية مميزة,"يذكر النص ""عشرين قطعة أثرية""، بينما تشير البيانات المستخلصة (article_context.numbers) إلى الرقم ""19"". يجب التحقق من العدد الصحيح للقطع الأثرية."
ANAD-443219,FND-AI-0001,numeric_contradiction,high,1.0,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,الزيوت والدهون حصلت على النسبة الأعلى من المصادرات بـ 1441266 كجم بنسبة 40.8%، ثم الخضروات والفواكه بـ 925287 كجم بنسبة 26.2%، ثم الدقيق ومشتقاتة بـ 361520 كجم بنسبة 10.2%، فيما جاءت النسبة الأعلى من المعلبات المصادرة العام الماضي للخضراوات والفواكه بـ 110876 علبة بنسبة 52.2% ، تلتها اللحوم والأسماك والدواجن بـ 67379 علبة بنسبة 37.8%.,تُقدم هذه النسب المئوية متتالية بطريقة توحي بأنها جزء من إحصائية واحدة أو مجموع كلي واحد، لكن مجموعها يتجاوز 100% بكثير (حوالي 167.2%). يبدو أن النسب الأولى تتعلق بالمصادرات بالكيلو جرام، بينما النسب الأخيرة تتعلق بالمعلبات، مما يسبب التباسًا ويجعل البيانات غير واضحة أو مضللة للقارئ.
SANAD-039318,FND-AI-1,numeric_contradiction,high,1.0,keep,,Internal numeric contradiction claimed between spans.,2,توجد نسبة ارتفاع غير مكتملة في العنوان (2) بينما يذكر نص المقال النسبة الصحيحة (2.8%). يجب أن تتطابق النسبة في العنوان مع النص لتجنب التناقض.
SANAD-115667,FND-AI-0001,numeric_contradiction,high,1.0,keep,,Internal numeric contradiction claimed between spans.,ورفع مانشستر يونايتد رصيده إلى 30 نقطة في الصدارة بفارق نقطتين أمام أقرب ملاحقيه مانشستر سيتي حامل اللقب، والذي يلتقي، غدا الأحد، مع تشيلسي صاحب المركز الرابع برصيد 24 نقطة.,يوجد تناقض عددي في رصيد النقاط المذكور لمانشستر سيتي. إذا كان مانشستر يونايتد يملك 30 نقطة ويتصدر بفارق نقطتين عن مانشستر سيتي، فيجب أن يكون رصيد مانشستر سيتي 28 نقطة، وليس 24 نقطة كما هو مذكور.
SANAD-121407,FND-AI-0001,numeric_contradiction,high,1.0,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,مشاركاته السابقة في كؤوس العالم: خمس مرات أعوام 1982 و1990 و1994 و1988 و2002 .,القائمة المذكورة لسنوات مشاركة المنتخب الكاميروني السابقة في كأس العالم تتضمن عام 1988، وهو ليس عامًا أقيمت فيه بطولة كأس العالم. يجب أن يكون العام 1998 بدلاً من 1988 لتتوافق مع مشاركات الفريق الفعلية.
SANAD-129081,FND-AI-0001,numeric_contradiction,high,1.0,keep,,Internal numeric contradiction claimed between spans.,26 دائرة حكومية ووزارة,يذكر المقال في البداية أن 26 دائرة حكومية ووزارة ستشارك، ولكن عند سرد الدوائر المشاركة في الفقرة اللاحقة (SEG-002)، يتم ذكر 25 جهة فقط (23 دائرة/هيئة/مؤسسة/إدارة/مركز/ورشة عمل/ديوان/صندوق + 2 وزارة). هذا يمثل تناقضاً عددياً يتطلب مراجعة للتأكد من العدد الصحيح للجهات المشاركة أو اكتمال القائمة.
ANAD-269330,FND-E-0006,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,40%,تعارض نسب (بطالة): وردت قيم مختلفة 40.0 / 90.0%.
ANAD-432114,FND-E-0008,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,28.3 %,خطأ حسابي: مجموع النسب ≈ 302.8% يتجاوز 100%.
ANAD-443219,FND-E-0004,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,37.8%,خطأ حسابي: مجموع النسب ≈ 167.2% يتجاوز 100%.
SANAD-023844,FND-E-0006,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,69%,خطأ حسابي: مجموع النسب ≈ 125.0% يتجاوز 100%.
SANAD-031455,FND-E-0001,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,81%,خطأ حسابي: مجموع النسب ≈ 107.0% يتجاوز 100%.
SANAD-086017,FND-E-0012,numeric_contradiction,high,0.92,uncertain,,Numeric issue not fully verifiable from supplied excerpt.,74%,خطأ حسابي: مجموع النسب ≈ 183.0% يتجاوز 100%.
ANAD-207095,FND-AI-0004,consistency,high,1.0,keep,,Name inconsistency across article is editorially actionable.,عبدالحكيم يوسف,"يوجد تضارب في اسم الناشط المعني، حيث يُشار إليه باسم ""ابليكيم يوسف"" في بداية المقال وفي الهاشتاغ، ثم يُشار إليه باسم ""عبدالحكيم يوسف"" لاحقًا. يجب توحيد الاسم المستخدم لتجنب الالتباس."
ANAD-148889,FND-AI-0002,unsupported_certainty,high,0.9,drop,headline_compression,Certainty/attribution nuance often acceptable headline compression.,تغلق إدارة نادي الهلال يوم غد القضية المسجلة على النادي في غرفة فض المنازعات,يعزو العنوان المعلومة إلى 'مصادر' مبهمة، مما يوحي بدرجة من عدم التأكيد أو عدم المباشرة. ومع ذلك، يقدم متن المقال نفس المعلومة كإجراء حاسم وواقعي من قبل إدارة النادي ('تغلق إدارة نادي الهلال')، دون ربطها صراحةً بـ 'المصادر' المذكورة في العنوان أو تقديم تأكيد إضافي. يمثل هذا تصعيدًا في مستوى اليقين من العنوان إلى المتن، مما قد يضلل القراء بشأن الطبيعة المؤكدة للادعاء.
ANAD-096823,FND-AI-1,spelling,medium,1.0,keep,,Flags possible typo inside quote without rewriting quote — useful editor note.,أخطا,"خطأ إملائي في كلمة ""أخطا"" داخل اقتباس مباشر. يجب أن تكون ""أخطاء"". نظرًا للتعليمات بعدم إعادة صياغة الاقتباسات المنسوبة، يتم وضع علامة على هذا الأمر لمراجعة المحرر."
ANAD-247893,FND-M-0001,spelling,medium,1.0,drop,acceptable_arabic,مليشيات/ميليشيات both attested; optional orthography.,مليشيات,استبدال إملائي معروف.
ANAD-370725,FND-AI-0001,unsupported_certainty,medium,1.0,keep,,Headline presents forecast/claim as settled fact vs hedged body.,صافي أصول أبوظبي يتجاوز 200 % من الناتج المحلي حتى 2020,"العنوان يقدم المعلومة كحقيقة مؤكدة (""يتجاوز""), بينما يوضح نص المقال (SEG-002) أنها توقع صادر عن وكالة ستاندرد آند بورز (""توقع تقرير لوكالة التصنيف الائتماني ستاندرد آند بورز أن تحافظ أبوظبي على وضع صافي أصول قوي للغاية يتخطى 200% من الناتج المحلي الإجمالي""). هذا يمثل تصعيدًا في اليقين واستخدامًا لصوت الناشر بدلاً من الحفاظ على نسبة القول إلى مصدره."
SANAD-068864,FND-M-0003,repetition,medium,1.0,keep,,Objective adjacent duplicate word.,من من,تكرار كلمة متجاورة.
SANAD-071811,FND-AI-1,grammar,medium,1.0,keep,,Incomplete sentence/truncated is a concrete defect.,قادما م…,الجملة غير مكتملة، مما يترك المعنى ناقصًا. يجب إكمال الكلمة أو الجملة لتوضيح المعلومة.
SANAD-074502,FND-M-0003,spelling,medium,1.0,drop,acceptable_arabic,مليشيات/ميليشيات both attested; optional orthography.,مليشيات,استبدال إملائي معروف.
SANAD-074502,FND-M-0009,spelling,medium,1.0,drop,acceptable_arabic,مليشيات/ميليشيات both attested; optional orthography.,مليشيات,استبدال إملائي معروف.
SANAD-090387,FND-AI-0002,spelling,medium,1.0,keep,,Apparent orthographic error with concrete correction.,حضرهما,خطأ إملائي يغير المعنى من 'حضر' (attended) إلى 'حظر' (banned)، وهو أمر جوهري لسياق المقال.
SANAD-090387,FND-AI-0013,spelling,medium,1.0,keep,,Apparent orthographic error with concrete correction.,بحضر,خطأ إملائي يغير المعنى من 'حضر' (attended) إلى 'حظر' (banned)، وهو أمر جوهري لسياق المقال.
SANAD-105526,FND-M-0006,repetition,medium,1.0,keep,,Objective adjacent duplicate word.,على على,تكرار كلمة متجاورة.
SANAD-122948,FND-M-0001,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,الاسرائيلية,استبدال إملائي معروف.
SANAD-122948,FND-M-0002,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,الاسرائيلي,استبدال إملائي معروف.
SANAD-122948,FND-M-0003,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,اسرائيل,استبدال إملائي معروف.
SANAD-122948,FND-M-0006,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,الاسرائيلية,استبدال إملائي معروف.
SANAD-122948,FND-M-0008,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,الاسرائيلي,استبدال إملائي معروف.
SANAD-122948,FND-M-0010,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,اسرائيل,استبدال إملائي معروف.
SANAD-122948,FND-M-0013,spelling,medium,1.0,drop,optional_style,Known-replacement lexicon hit; often optional on external corpora.,تل ابيب,استبدال إملائي معروف.
ANAD-307738,FND-AI-0001,unsupported_certainty,medium,0.9,drop,headline_compression,Certainty/attribution nuance often acceptable headline compression.,فإن تطبيق تلك الآلية في الطائرات لن يتم على وجه السرعة في انتظار اجتيازها لإجراءات الأمن والسلامة المتبعة في صناعة الطيران العالمية.,يُقدم المقال ادعاءً قاطعًا في صوت الناشر حول الجدول الزمني لتطبيق آلية جديدة (لن يتم على وجه السرعة) وشرط ذلك (اجتياز إجراءات الأمن والسلامة)، دون إسناد هذا الادعاء إلى مصدر محدد (مثل الشركة المصنعة أو جهة تنظيمية). هذا يمثل خطرًا تحريريًا حيث يتم تقديم معلومة مستقبلية أو شرطية كحقيقة مؤكدة دون دعم.
SANAD-036358,FND-AI-0002,repetition,medium,0.9,drop,optional_style,"Lead/headline echo is common news structure, not a hard error.",كشفت وسائل إعلام فرنسية أن البرلمان الأوروبي سيتدارس مشروع قانون جديد يقضي بوقف استيراد الفوسفاط من المغرب بعد ظهور تقارير تفيد بكون مكوناته غير مطابقة للمعايير المعمول به أوروبيا.,تكرار غير ضروري للجملة الافتتاحية للمقال، والتي تظهر بشكل مختصر في عنوان المقال (SEG-001). هذا يشير إلى مشكلة في هيكلة المقال تتطلب مراجعة.
